23064,22146
23664,21870
32223,25305
27873,25629
27231,25101
28506,22050
25227,21135
21198,21198
23973,23973
23031,23031
27426,26862
25227,23313
26241,19959
24447,22770
32520,28320
30225,26994
24342,24342
23601,23601
19704,18813
22998,22998
22131,17931
25629,25629
26673,21756
19308,19308
25986,23232
24018,22392
31629,25710
23517,23517
29529,21039
28266,22905
29016,23841
23709,19509
32733,26196
25044,20634
26019,22593
24042,21387
26304,24279
28218,24018
28527,23505
25614,23730
27096,22911
22644,20556
22041,20418
29778,26226
32667,29013
30558,25251
24885,22722
25755,23160
31209,24774
21687,21687
22401,22401
26985,21294
26493,24669
31539,27600
25023,21276
24756,20799
26505,26505
30978,20859
25653,25332
28356,27645
30159,23070
22527,22527
30819,24714
29415,22494
28365,27687
22128,20811
27522,27408
24312,21327
23535,23406
24444,24444
29958,25848
25485,23661
24285,20538
22908,18708
20586,20586
22527,19509
22929,22929
25176,21429
27873,23967
24369,24369
24582,19626
25482,25482
25641,25641
28530,25788
23763,23763
20184,20184
28149,25428
32520,23349
23829,21465
22926,22845
20136,19203
28674,26481
25665,19752
24132,21618
24717,23004
25512,20205
25923,22017
24021,18108
22116,20292
30819,24714
32163,27282
24357,24357
29415,27867
23625,22737
23256,19251
25716,24822
26652,25383
28221,26088
19734,19734
30837,23901
27249,26331
27951,23310
25623,23799
23598,23598
26445,23796
21219,21219
20616,18534
23409,20673
20679,18942
24882,24882
21504,21504
21309,21309
26919,19080
19203,19203
27066,25779
24543,22719
27942,24678
23166,23091
29406,25206
34056,26226
30801,22800
20046,20046
26508,24393
27285,24660
28605,22803
18549,18549
30543,26343
19530,17397
25509,25509
24090,23214
28626,27447
27279,23079
33018,26226
25863,23730
28017,24723
28425,22020
22704,21849
22425,19188
27984,25617
25194,22998
23394,23313
24834,16629
24438,21939
23871,21990
21360,19536
23736,23736
30006,22953
29109,22791
25080,23055
25089,19977
21861,21861
28653,25680
28917,21018
24696,22146
26844,24651
25080,24963
21450,21450
24474,23910
26979,25662
28779,25953
23646,23646
22479,22050
18549,18549
22302,15849
25047,22854
28524,25296
27429,26748
20592,19038
21243,21243
33348,29100
27498,21474
24861,24861
21183,21183
25116,23847
22044,21372
29625,28275
24486,23169
25491,23298
31068,21621
24246,24246
27627,24795
22947,20694
29766,28140
24666,24549
26553,25128
20802,20802
23181,20280
28380,21987
26592,22392
30030,27222
30354,26226
24513,24432
25563,25563
23940,18390
29115,28953
26580,21063
22197,22197
26895,23877
28662,25731
25635,22671
24573,22440
29376,26640
29808,27603
22743,22743
28407,23091
24411,20664
28497,27603
24522,22389
26220,24243
25251,24951
28734,23640
26541,25644
22416,21138
19476,19152
27483,25674
27945,24102
22821,20349
19950,19950
20727,20727
32271,23718
24066,22452
23262,23262
25974,25974
27366,21675
23814,20214
23499,19494
21960,21960
29205,25041
24591,21453
25872,23865
25581,25581
28842,26676
23742,22425
21354,21354
27747,26637
27897,22143
24471,23145
20562,20562
22737,21153
27555,24819
22644,22644
18891,18891
17355,17355
26586,21366
21513,21513
24639,18720
27327,23913
25482,25482
29148,22470
26802,19410
20736,19596
20055,20055
24456,23187
26133,19995
31893,30462
24687,24687
32844,29937
24216,21009
25872,25872
22677,22677
25380,18903
25593,24744
24654,23799
24975,19254
19272,19272
20622,20622
27924,22287
25362,25362
25470,25470
24144,24144
21432,21432
25785,19452
22092,21201
24150,21798
18780,17619
25227,22227
23340,23340
30495,27381
21594,18210
22845,21132
24558,24558
22824,21207
22287,19983
23343,19143
28110,23910
20994,16794
22041,22041
25719,24285
24687,22974
23724,21900
20652,20652
26289,21660
22812,22812
25284,20904
24630,24630
21018,20169
22401,22275
28446,25038
22806,22434
27399,24804
21894,17694
32370,29430
21282,21282
23244,21111
29487,26847
20694,18957
28254,24054
25413,25413
28539,23880
28704,28671
25080,22368
26955,21027
25473,22368
28248,26931
20682,20565
27231,23469
30456,23868
23082,21765
19851,19851
28149,28149
27072,23160
17847,17847
27114,25662
22896,22896
22824,22824
28797,22965
24819,21057
24276,24195
26451,22251
20253,20253
26274,19992
29298,22758
29616,24852
27156,23307
26490,20037
21627,18432
28782,26376
26940,24531
27981,25899
26631,25014
23484,22590
20538,19974
20964,18933
23613,22695
25038,22470
30225,27558
28395,27717
24609,24462
30090,27855
20706,20706
28683,26493
28476,26394
18330,18330
32895,25032
27873,20640
28023,27459
18591,18591
30423,27612
25131,24831
20889,20889
24441,24312
25128,24738
24561,24480
23250,23169
21363,21363
19140,19140
25626,22878
26460,20562
28185,27945
21387,21387
21312,19179
22407,22407
22800,18450
23325,23325
19575,19575
22287,22287
21288,21288
28401,23283
28641,22839
22116,21054
25227,24927
24579,22881
22488,22488
29907,28590
24294,24294
23820,23046
30222,28398
28875,23298
26256,23229
25023,24126
27213,24438
25854,25704
30108,26994
20760,20760
24504,18987
22884,22884
21426,19632
25548,24099
30546,29112
27399,27111
21459,20142
21306,18936
22221,22221
22965,21648
22332,20889
27225,20457
29667,26955
28428,25347
19506,16605
25590,21390
30183,23868
23289,23289
25890,19557
25164,24846
25557,21933
22344,19443
19896,19896
21090,18855
22476,20739
30363,26952
21699,19329
29334,25455
26046,21846
25212,24732
24321,24321
22698,22698
26226,24957
27420,27144
19131,19131
22551,22551
22116,17916
21483,21483
21531,21531
28137,23937
25983,21783
27822,23139
23157,23157
19779,19566
22233,20916
28494,21393
23310,21597
32502,28206
25614,24294
22935,22935
22506,22506
21408,21408
27204,25809
20598,20598
34317,25434
26895,23673
28140,23865
30240,21225
19002,19002
25590,24273
25548,17850
26838,22992
22908,20205
27735,27735
23565,19365
27636,26907
22320,21891
28503,25467
22527,22527
25791,25227
19968,19968
30225,23289
29262,29241
19110,19110
24915,24915
22551,22551
27687,24201
26763,24939
32967,27600
27126,25149
27399,27399
26223,25062
27606,27489
18549,18468
21891,17691
27360,25440
24822,23925
28647,23676
23061,20928
23541,20523
27219,27195
22947,22647
29847,21510
27828,21258
25371,21090
23985,21084
